ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Configuration (Vertical/Chest),Product Description,Defrost Type,Number of Transparent Doors,Number of Solid Doors,Number of Doors,Number of Drawers,Door Opening Orientation (Hinged/Sliding),Total Volume (cu. ft.),Mixed Door Cabinet: Transparent Door Volume (cu. ft.),Mixed Door Cabinet: Solid Door Volume (cu. ft.),Total Display Area (sq. ft.),Height (in.),Width (in.),Depth (in.),Reported Daily Energy Consumption (kWh/day),Refrigerant Type,Refrigerant with GWP,Date Available On Market,Date Certified,Markets,CB Model Identifier
2405058,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR23HC****S*******,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,23.1,0,23.1,0,78,27.25,30,1.44,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/29/2022,"United States, Canada",ES_42829_HBR23HC****S*******_110720222019237_6208758
2405085,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR27HC****1*******,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,25.88,0,25.88,0,78,30,32.5,1.41,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/29/2022,"United States, Canada",ES_42829_HBR27HC****1*******_110720222019144_1335508
2405086,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR27HC****G*******,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,26.17,26.17,0,0,78,30,32.5,2.05,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/29/2022,"United States, Canada",ES_42829_HBR27HC****G*******_110720222019734_8434515
2404071,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR35HC-1**G*******,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,35.55,35.55,0,0,78,39.5,30,2.64,R-290,R-290 (GWP:3 | Lower GWP),09/05/2020,11/03/2022,"United States, Canada",ES_42829_HBR35HC-1**G*******_102020221205708_9105703
2404074,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR35HC-1**S*******,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,35.4,0,35.4,0,78,39.5,30,1.7,R-290,R-290 (GWP:3 | Lower GWP),08/31/2020,11/03/2022,"United States, Canada",ES_42829_HBR35HC-1**S*******_102020221205592_3149986
2405163,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR44HC-1,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,40.2,0,40.2,0,78,47,23.38,1.93,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/30/2022,"United States, Canada",ES_42829_HBR44HC-1_113020221607630_4645799
2405161,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR44HC****1*******,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,40.2,0,40.2,0,78,47,23.38,1.93,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/30/2022,"United States, Canada",ES_42829_HBR44HC-1_112920222141322_6198909
2401013,Beverage-Air Corp.,Beverage-Air,HBR44HC****G*******,HBR44HC****G*******,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,42.7,42.7,0,0,78,47,32.38,3.11,R-290,R-290 (GWP:3 | Lower GWP),07/29/2022,08/31/2022,"United States, Canada",ES_42829_HBR44HC****G*******_082320221910865_3812933
2405095,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR49HC****1*******,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,46.15,0,46.15,0,78,52,32.38,2.11,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/29/2022,"United States, Canada",ES_42829_HBR49HC****1*******_110720222019743_7449473
2405092,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR49HC****G*******,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,46.15,46.15,0,0,78,52,32.38,3.21,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/29/2022,"United States, Canada",ES_42829_HBR49HC****G*******_11072022201976_9788687
2405096,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR72HC****1*******,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,68.93,0,68.93,0,78,75,31.75,2.38,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/29/2022,"United States, Canada",ES_42829_HBR72HC****1*******_110720222019830_6086078
2405101,Beverage-Air Corp.,Beverage-Air,Horizon Series,HBR72HC****G*******,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,3,0,3,0,Hinged,68.93,68.93,0,0,78,75,31.75,3.92,R-290,R-290 (GWP:3 | Lower GWP),11/07/2017,11/29/2022,"United States, Canada",ES_42829_HBR72HC****G*******_110720222019179_1266113
2404131,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HF1HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.02,0,21.02,0,78.5,26,30,4.59,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,11/03/2022,"United States, Canada",ES_42829_HF1HC***S********_102020221204584_9321165
2404132,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HF1WHC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,30.37,0,30.37,0,78.5,35,30,5.37,R-290,R-290 (GWP:3 | Lower GWP),04/02/2019,11/03/2022,"United States, Canada",ES_42829_HF1WHC***S********_102020221204884_6962123
2404002,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HF2HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,45.2,0,45.2,0,78.5,52,30,6.66,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HF2HC***S********_10202022120455_2229311
2404126,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HF3HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,69.1,0,69.1,0,78.5,78,30,11.68,R-290,R-290 (GWP:3 | Lower GWP),05/02/2019,11/03/2022,"United States, Canada",ES_42829_HF3HC***S********_102020221204960_2200418
2404108,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFP1HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.02,0,21.02,0,78.5,26,30,4.59,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,11/03/2022,"United States, Canada",ES_42829_HFP1HC***S********_102020221204774_4207263
2404135,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFP1WHC***S*******,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,30.37,0,30.37,0,78.5,35,30,5.37,R-290,R-290 (GWP:3 | Lower GWP),04/02/2019,11/03/2022,"United States, Canada",ES_42829_HFP1WHC***S*******_102020221204296_2267341
2403999,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFP2HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,45.2,0,45.2,0,78.5,52,30,6.66,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HFP2HC***S********_102020221204232_5220377
2404127,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFP3HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,69.1,0,69.1,0,78.5,78,30,11.68,R-290,R-290 (GWP:3 | Lower GWP),04/02/2019,11/03/2022,"United States, Canada",ES_42829_HFP3HC***S********_102020221204170_6529980
2404130,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFPS1HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.02,0,21.02,0,78.5,26,30,4.59,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,11/03/2022,"United States, Canada",ES_42829_HFPS1HC***S********_10202022120579_3335847
2404133,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFPS1WHC***S*******,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,30.37,0,30.37,0,78.5,35,30,5.37,R-290,R-290 (GWP:3 | Lower GWP),04/02/2019,11/03/2022,"United States, Canada",ES_42829_HFPS1WHC***S*******_102020221204169_8863666
2404000,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFPS2HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,45.2,0,45.2,0,78.5,52,30,6.66,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HFPS2HC***S********_102020221205621_1606892
2404124,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFPS3HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,69.1,0,69.1,0,78.5,78,30,11.68,R-290,R-290 (GWP:3 | Lower GWP),04/02/2019,11/03/2022,"United States, Canada",ES_42829_HFPS3HC***S********_102020221205810_2218344
2404105,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFS1HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.02,0,21.02,0,78.5,26,30,4.59,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,11/03/2022,"United States, Canada",ES_42829_HFS1HC***S********_102020221204290_2015018
2404134,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFS1WHC***S*******,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,30.37,0,30.37,0,78.5,35,30,5.37,R-290,R-290 (GWP:3 | Lower GWP),04/02/2019,11/03/2022,"United States, Canada",ES_42829_HFS1WHC***S*******_102020221204166_1267087
2403998,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFS2HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,45.2,0,45.2,0,78.5,52,30,6.66,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HFS2HC***S********_102020221204191_8457731
2404129,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Freezer,HFS3HC***S********,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,69.1,0,69.1,0,78.5,78,30,11.68,R-290,R-290 (GWP:3 | Lower GWP),04/02/2019,11/03/2022,"United States, Canada",ES_42829_HFS3HC***S********_102020221204224_5946870
2405073,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HR1HC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,22.28,22.28,0,0,78.5,26,30,2.15,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/29/2022,"United States, Canada",ES_42829_HR1HC***G********_110720222019295_6833566
2400996,Beverage-Air Corp.,Beverage-Air,HR1HC***S********,HR1HC***S********,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,21.2,0,21.2,0,78.5,26,30,1.36,R-290,R-290 (GWP:3 | Lower GWP),08/04/2019,08/31/2022,"United States, Canada",ES_42829_HR1HC***S********_082320221840721_3550739
2404039,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HR1WHC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,30.76,30.76,0,0,78.5,35,30,2.33,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HR1WHC***G********_102020221204154_6154826
2404095,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HR2HC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,46.9,46.9,0,0,78.5,52,30,3.38,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HR2HC***G********_102020221205305_7085755
2404102,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HR2HC***S********,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,46.9,0,46.9,0,78.5,52,30,2.51,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HR2HC***S********_102020221204322_5775563
2404099,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HR3HC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,3,0,3,0,Hinged,71.52,71.52,0,0,78.5,78,30,3.77,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HR3HC***G********_102020221205852_1331650
2404089,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HR3HC***S********,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,71.52,0,71.52,0,78.5,78,30,2.6,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HR3HC***S********_102020221204537_6313247
2405072,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HRP1HC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,22.28,22.28,0,0,78.5,26,30,2.15,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/29/2022,"United States, Canada",ES_42829_HRP1HC***G********_110720222019529_9038758
2401000,Beverage-Air Corp.,Beverage-Air,HRP1HC***S********,HRP1HC***S********,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,21.2,0,21.2,0,78.5,26,30,1.36,R-290,R-290 (GWP:3 | Lower GWP),08/04/2019,08/31/2022,"United States, Canada",ES_42829_HRP1HC***S********_082320221840143_4841291
2404038,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HRP1WHC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,30.76,30.76,0,0,78.5,35,30,2.33,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HRP1WHC***G********_102020221205114_6581102
2404097,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HRP2HC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,46.9,46.9,0,0,78.5,52,30,3.38,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HRP2HC***G********_102020221204712_1258686
2404103,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HRP2HC***S********,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,46.9,0,46.9,0,78.5,52,30,2.51,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HRP2HC***S********_102020221204501_2815664
2404090,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HRP3HC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,3,0,3,0,Hinged,71.52,71.52,0,0,78.5,78,30,3.77,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/03/2022,"United States, Canada",ES_42829_HRP3HC***G********_102020221204220_5273819
2404120,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HRP3HC***S********,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,71.52,0,71.52,0,78.5,78,30,2.6,R-290,R-290 (GWP:3 | Lower GWP),04/02/2019,11/03/2022,"United States, Canada",ES_42829_HRP3HC***S********_102020221205616_4033003
2405075,Beverage-Air Corp.,Beverage-Air,Horizon Series Top Mount Refrigerator,HRPS1HC***G********,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,22.28,22.28,0,0,78.5,26,30,2.15,R-290,R-290 (GWP:3 | Lower GWP),04/01/2019,11/29/2022,"United States, Canada",ES_42829_HRPS1HC***G********_110720222019460_3980967
2403134,"Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration",Valpro,VP1R-23HC,VP1R-23HC,,,Vertical Transparent Door Refrigerator,Vertical,Bottle Cooler,Automatic,1,0,1,0,Hinged,18.9,18.9,0,0,79.49,26.77,31.89,1.95,R-290,R-290 (GWP:3 | Lower GWP),10/08/2022,10/17/2022,"United States, Canada",ES_1142547_VP1R-23HC_101720220516769_6854445
2403132,"Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration",Valpro,VP1R-HC,VP1R-HC,,,Vertical Solid Door Refrigerator,Vertical,Bottle Cooler,Automatic,0,1,1,0,Hinged,18.1,0,18.1,0,82.68,26.77,32.68,1.3,R-290,R-290 (GWP:3 | Lower GWP),10/08/2022,10/17/2022,"United States, Canada",ES_1142547_VP1R-HC_101720220516404_1301481
2403135,"Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration",Valpro,VP2R-48HC,VP2R-48HC,,,Vertical Transparent Door Refrigerator,Vertical,Bottle Cooler,Automatic,2,0,2,0,Hinged,43.4,43.4,0,0,79.49,53.94,31.89,3.45,R-290,R-290 (GWP:3 | Lower GWP),10/08/2022,10/17/2022,"United States, Canada",ES_1142547_VP2R-48HC_101720220516350_3355937
2403133,"Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration",Valpro,VP2R-HC,VP2R-HC,,,Vertical Solid Door Refrigerator,Vertical,Bottle Cooler,Automatic,0,2,2,0,Hinged,41.6,0,41.6,0,82.68,53.94,32.68,1.95,R-290,R-290 (GWP:3 | Lower GWP),10/08/2022,10/17/2022,"United States, Canada",ES_1142547_VP2R-HC_101720220516775_8100597
2403136,"Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration",Valpro,VPUCR27,VPUCR27,,,Vertical Solid Door Refrigerator,Vertical,Other,Automatic,0,1,1,0,Hinged,5.4,0,5.4,0,35.55,27.76,29.92,0.9,R-600a,R-600a (GWP:3 | Lower GWP),10/08/2022,10/17/2022,"United States, Canada",ES_1142547_VPUCR27_101720220517520_4746499
2403137,"Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration",Valpro,VPUCR48,VPUCR48,,,Vertical Solid Door Refrigerator,Vertical,Other,Automatic,0,2,2,0,Hinged,10.1,0,10.1,0,35.55,48.19,29.92,1.05,R-600a,R-600a (GWP:3 | Lower GWP),10/08/2022,10/17/2022,"United States, Canada",ES_1142547_VPUCR48_101720220517568_3725595
2403138,"Allied Manufacturing, Inc. DBA Valpro Commercial Refrigeration",Valpro,VPUCR60,VPUCR60,,,Vertical Solid Door Refrigerator,Vertical,Other,Automatic,0,2,2,0,Hinged,13.2,0,13.2,0,35.55,48.19,29.92,1.1,R-600a,R-600a (GWP:3 | Lower GWP),10/08/2022,10/17/2022,"United States, Canada",ES_1142547_VPUCR60_101720220517566_3589074
2405040,Allied Trading Inc.,Padela,PDB-1R-HC,PDB-1R-HC,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,19.17,0,19.17,0,84.05,26.97,31.5,1.09,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,11/29/2022,"United States, Canada",ES_1142991_PDB-1R-HC_10202022152821_8830033
2406387,Allied Trading Inc.,Padela,PDB-2F-HC,PDB-2F-HC,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,43.8,0,43.8,0,84.05,54.4,31.49,7.35,R-290,R-290 (GWP:3 | Lower GWP),12/22/2022,12/29/2022,"United States, Canada",ES_1142991_PDB-2F-HC_12182022131036_359766
2406395,Allied Trading Inc.,Padela,PDB-2R-HC,PDB-2R-HC,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,43.8,0,43.8,0,84.05,54.4,31.49,1.9,R-290,R-290 (GWP:3 | Lower GWP),12/22/2022,12/29/2022,"United States, Canada",ES_1142991_PDB-2R-HC_12162022161330_878717
2406391,Allied Trading Inc.,Padela,PDB-3R-HC,PDB-3R-HC,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,68.28,0,68.28,0,84.06,81.85,31.5,3.06,R-290,R-290 (GWP:3 | Lower GWP),12/22/2022,12/29/2022,"United States, Canada",ES_1142991_PDB-3R-HC_12182022105610_2440302
2405044,Allied Trading Inc.,Padela,PDGB-19-HC,PDGB-19-HC,",PDG-1R-HC,; ,PDGW-19-HC,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,19.38,19.38,0,0,81.18,26.96,31.49,1.72,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,11/29/2022,"United States, Canada",ES_1142991_PDGB-19-HC_10202022155746_5860215
2405054,Allied Trading Inc.,Padela,PDGB-44F-ES,PDGB-44F-ES,",PDG-2F-ES,",,Vertical Transparent Door Freezer,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,43.8,43.8,0,0,81.18,54.41,31.5,12.14,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,11/29/2022,"United States, Canada",ES_1142991_PDGB-44F-ES_10202022165210_2128525
2405049,Allied Trading Inc.,Padela,PDGB-44-HC,PDGB-44-HC,",PDG-2R-HC,; ,PDGW-44-HC,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,43.8,43.8,0,0,81.18,54.41,31.5,3.6,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,11/29/2022,"United States, Canada",ES_1142991_PDGB-44-HC_10202022162446_8392716
2405819,Allied Trading Inc.,Padela,PDT-1F-HC,PDT-1F-HC,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.36,0,21.36,0,81.3,28.74,31.69,3.68,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/19/2022,"United States, Canada",ES_1142991_PDT-1F-HC_10172022152909_6967111
2405773,Allied Trading Inc.,Padela,PDT-1R-HC,PDT-1R-HC,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.36,0,21.36,0,81.3,28.74,31.69,1.27,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/16/2022,"United States, Canada",ES_1142991_PDT-1R-HC_10202022101936_6235452
2405036,Allied Trading Inc.,Padela,PDT-2DF-HC,PDT-2DF-HC,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,21.24,0,21.24,0,81.3,28.74,31.69,4.21,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,11/29/2022,"United States, Canada",ES_1142991_PDT-2DF-HC_10202022142853_1529963
2405034,Allied Trading Inc.,Padela,PDT-2DR-HC,PDT-2DR-HC,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,21.24,0,21.24,0,81.3,28.74,31.69,1.48,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,11/29/2022,"United States, Canada",ES_1142991_PDT-2DR-HC_11212022110105_6715509
2405770,Allied Trading Inc.,Padela,PDT-2F-HC,PDT-2F-HC,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,42.18,0,42.18,0,81.29,51.73,31.69,6.23,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/16/2022,"United States, Canada",ES_1142991_PDT-2F-HC_10172022160826_5038400
2405776,Allied Trading Inc.,Padela,PDT-2R-HC,PDT-2R-HC,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,42.18,0,42.18,0,81.29,51.73,31.69,2.06,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/16/2022,"United States, Canada",ES_1142991_PDT-2R-HC_10202022105740_1252389
2405779,Allied Trading Inc.,Padela,PDT-3R-HC,PDT-3R-HC,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,65.14,0,65.14,0,81.3,77.8,31.69,2.4,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/16/2022,"United States, Canada",ES_1142991_PDT-3R-HC_10202022140119_5250344
2405223,Allied Trading Inc.,Padela,PDU-27R-HC,PDU-27R-HC,,,Vertical Solid Door Refrigerator,Vertical,Under-counter Unit,Automatic,0,1,1,0,Hinged,7.13,0,7.13,0,37.01,27.56,29.92,0.83,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/01/2022,"United States, Canada",ES_1142991_PDU-27R-HC_10202022174653_9619065
2405218,Allied Trading Inc.,Padela,PDU-48R-HC,PDU-48R-HC,,,Vertical Solid Door Refrigerator,Vertical,Under-counter Unit,Automatic,0,2,2,0,Hinged,13.36,0,13.36,0,37.2,48.23,29.92,1.01,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/01/2022,"United States, Canada",ES_1142991_PDU-48R-HC_10202022181742_4391099
2405213,Allied Trading Inc.,Padela,PDU-60R-HC,PDU-60R-HC,,,Vertical Solid Door Refrigerator,Vertical,Under-counter Unit,Automatic,0,2,2,0,Hinged,17.27,0,17.27,0,37.2,60.24,29.92,1.19,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/01/2022,"United States, Canada",ES_1142991_PDU-60R-HC_10202022185510_5316239
2405204,Allied Trading Inc.,Padela,PDU-72R-HC,PDU-72R-HC,,,Vertical Solid Door Refrigerator,Vertical,Under-counter Unit,Automatic,0,3,3,0,Hinged,21.43,0,21.43,0,37.2,72.64,29.92,1.26,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,12/01/2022,"United States, Canada",ES_1142991_PDU-72R-HC_10202022192435_5504685
2407362,Asbury Foodservice,Maxx Cold,MCF-23FDHC,MCF-23FDHC,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,18.62,0,18.62,0,82.4,26.8,31,4.48,R-290,R-290 (GWP:3 | Lower GWP),01/02/2023,01/25/2023,"United States, Canada",ES_1096444_MCF-23FDHC_012520230714617_1997982
2406775,Asbury Foodservice,Maxx Cold,MCF-49FDHC,MCF-49FDHC,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,41.83,0,41.83,0,82.38,54,31,8.9,R-290,R-290 (GWP:3 | Lower GWP),01/15/2019,01/12/2022,"United States, Canada",ES_1096444_MCF-49FDHC_011220230506604_3098037
2406781,Asbury Foodservice,Maxx Cold,MCF-72FDHC,MCF-72FDHC,,,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,65.2,0,65.2,0,82.38,81,31,13.13,R-290,R-290 (GWP:3 | Lower GWP),01/15/2019,01/12/2023,"United States, Canada",ES_1096444_MCF-72FDHC_011220230627464_6743804
